"Hostname","AgentId","Groups","uuid","platform","distro","os","ip","status","agent_version","core_version","linked_on","last_connect","last_scanned","LastConnectUtc","LastScannedUtc","health_state_name"
"ARCH-PF4RQ947","677233307","AMI-Workstation","1b031675-0732-4d77-bd4b-d9e9cfe10946","WINDOWS","win-x86-64",,"10.2.14.81","on",,"11.1.2","1774615466","1776796287","1776691276","4/21/2026 6:31:27 PM","4/20/2026 1:21:16 PM","HEALTHY"
"ARCH-PF4RQ94G","675785804","AMI-Workstation","727dc577-786f-44f3-8ba1-4aeb42dbf0d2","WINDOWS","win-x86-64",,"10.2.6.179","on",,"11.1.2","1772601050","1776797675","1776259339","4/21/2026 6:54:35 PM","4/15/2026 1:22:19 PM","HEALTHY"
"ARCH-PF4RQ94V","675803975","AMI-Intune, AMI-Workstation","86984fdc-86b9-4ca5-8b9c-bb2d06275267","WINDOWS","win-x86-64",,"192.168.1.70","on",,"11.1.2","1772630453","1776796930","1776794920","4/21/2026 6:42:10 PM","4/21/2026 6:08:40 PM","HEALTHY"
"ARCH-PF4RQAPP","676978636","AMI-Workstation","ad162183-038e-46ec-9f6c-c721fa2e0830","WINDOWS","win-x86-64",,"192.168.4.54","on",,"11.1.2","1774317747","1776797420","1776692801","4/21/2026 6:50:20 PM","4/20/2026 1:46:41 PM","HEALTHY"
"ARCH-PF4RQAQ3","676976811","AMI-Workstation","1b5a9957-f49b-455b-ae59-2ba4715a5efb","WINDOWS","win-x86-64",,"10.2.6.69","on",,"11.1.2","1774314818","1776796234","1776691347","4/21/2026 6:30:34 PM","4/20/2026 1:22:27 PM","HEALTHY"
"ARCH-PF4RQAQC","655579303","AMI-Workstation","c0e1d31c-c379-44cf-b4b0-50837e9c8d77","WINDOWS","win-x86-64",,"10.0.0.243","on",,"11.1.2","1749713800","1776796909","1776691992","4/21/2026 6:41:49 PM","4/20/2026 1:33:12 PM","HEALTHY"
"ARCH-PF4RQAQJ","675787026","AMI-Workstation","72ef1b0a-da00-454c-9608-cd7b3dc62548","WINDOWS","win-x86-64",,"192.168.0.11","on",,"11.1.2","1772602885","1776794266","1776691625","4/21/2026 5:57:46 PM","4/20/2026 1:27:05 PM","HEALTHY"
"ARCH-PF4RQAQX","655933224","AMI-Workstation","bcd14c32-c2c1-4e79-956d-6a517cb6c8f1","WINDOWS","win-x86-64",,"192.168.1.222","off",,"11.1.2","1750078758","1776552175","1776517585","4/18/2026 10:42:55 PM","4/18/2026 1:06:25 PM","HEALTHY"
"ARCH-PF4RQAR7","675866171","AMI-Workstation","aba11934-43db-4d9c-8db7-5b9edac15c93","WINDOWS","win-x86-64",,"10.2.6.172","on",,"11.1.2","1772718025","1776796212","1776691611","4/21/2026 6:30:12 PM","4/20/2026 1:26:51 PM","HEALTHY"
"ARCH-PF4RQAS5","655941642","AMI-Workstation","29408b84-6182-4f1f-8c12-b413ebeea9fc","WINDOWS","win-x86-64",,"192.168.68.70","on",,"11.1.2","1750084147","1776792529","1776695061","4/21/2026 5:28:49 PM","4/20/2026 2:24:21 PM","HEALTHY"
"ARCH-PF4RQASH","675786921","AMI-Workstation","5e06d25c-bf51-4887-96a9-a9e5e92d2d26","WINDOWS","win-x86-64",,"192.168.0.150","on",,"11.1.2","1772602720","1776797246","1776692483","4/21/2026 6:47:26 PM","4/20/2026 1:41:23 PM","HEALTHY"
"ARCH-PF4RQASS","655574680","AMI-Workstation","3681a204-a7b6-447c-9f9a-0cc1db770121","WINDOWS","win-x86-64",,"10.240.25.116","on",,"11.1.2","1749710882","1776796893","1776690494","4/21/2026 6:41:33 PM","4/20/2026 1:08:14 PM","HEALTHY"
"ARCH-PF4RQAT2","659022636","AMI-Workstation","107ab107-24d4-4d1a-bebb-658c8d87f4da","WINDOWS","win-x86-64",,"10.2.4.243","on",,"11.1.2","1752784253","1776796179","1776691276","4/21/2026 6:29:39 PM","4/20/2026 1:21:16 PM","HEALTHY"
"ARCH-PF4RQATJ","678339960","AMI-Workstation","6b55dec3-7c03-42b8-a521-ffd65556034e","WINDOWS","win-x86-64",,"10.2.13.228","on",,"11.1.2","1776276709","1776796481","1776690903","4/21/2026 6:34:41 PM","4/20/2026 1:15:03 PM","HEALTHY"
"ARCH-PF4RQATW","675809923","MCE-Workstation","d64895a4-1e44-4cda-8735-a1eee0e4a5d0","WINDOWS","win-x86-64",,"10.24.9.136","on",,"11.1.2","1772635439","1776796319",,"4/21/2026 6:31:59 PM",,"HEALTHY"
"ARCH-PF4RTGC4","658781388","AEIS-Workstation","e8721ee0-6b4f-41ab-b332-e65fe661f14f","WINDOWS","win-x86-64",,"10.158.104.103","off",,"11.1.2","1752577009","1776788775","1776788778","4/21/2026 4:26:15 PM","4/21/2026 4:26:18 PM","HEALTHY"
"ARCH-PF4RTGCJ","655585813","AEIS-Workstation","f18569b2-574c-41ea-a68e-6103d7739104","WINDOWS","win-x86-64",,"10.158.104.37","on",,"11.1.2","1749718839","1776798055","1776788000","4/21/2026 7:00:55 PM","4/21/2026 4:13:20 PM","HEALTHY"
"ARCH-PF4RTLVK","655899130","AEIS-Workstation","c2702f81-72aa-4770-8eda-3a0d253ba67b","WINDOWS","win-x86-64",,"10.158.105.118","off",,"11.1.2","1750061575","1776787054","1776684537","4/21/2026 3:57:34 PM","4/20/2026 11:28:57 AM","HEALTHY"
"ARCH-PF4RVCJ1","675793309","AEIS-Workstation","06210346-ddbe-43c1-a02a-648dfb4f1798","WINDOWS","win-x86-64",,"10.208.180.94","off",,"11.1.2","1772614679","1776773300","1776684651","4/21/2026 12:08:20 PM","4/20/2026 11:30:51 AM","HEALTHY"
"ARCH-PF4RVEXH","675794242","AEIS-Workstation","2ac60411-090b-4cbd-87ee-f5339510cc84","WINDOWS","win-x86-64",,"192.168.1.10","on",,"11.1.2","1772616375","1776791250","1776789239","4/21/2026 5:07:30 PM","4/21/2026 4:33:59 PM","HEALTHY"
"ARCH-PF4RVH6E","676920391","AEIS-Intune","a658197a-16b5-4224-bf9a-61f8a389bb29","WINDOWS","win-x86-64",,"192.168.162.163","off",,"11.1.2","1774255428","1775826588",,"4/10/2026 1:09:48 PM",,"HEALTHY"
"ARCH-PF4RVH7C","675793251","AEIS-Workstation","fc80966c-a65a-4b87-92ca-edddb0ff0277","WINDOWS","win-x86-64",,"10.234.14.122","off",,"11.1.2","1772614580","1776788699","1776684473","4/21/2026 4:24:59 PM","4/20/2026 11:27:53 AM","HEALTHY"
"ARCH-PF4RVMQN","678456320","AEIS-Workstation","d53be375-7c88-4c3f-992e-47bca285c275","WINDOWS","win-x86-64",,"10.208.180.73","off",,"11.1.2","1776433339","1776789881","1776787872","4/21/2026 4:44:41 PM","4/21/2026 4:11:12 PM","HEALTHY"
"ARCH-PF4RWC0V","676998138","AEIS-Workstation","741b34fb-124f-47de-aea3-588bfd4f94a8","WINDOWS","win-x86-64",,"10.158.105.122","off",,"11.1.2","1774343797","1776786812","1776684539","4/21/2026 3:53:32 PM","4/20/2026 11:28:59 AM","HEALTHY"
"ARCH-PF4RWGEJ","678551369","AEIS-Workstation","785140fd-c168-42b5-aef1-4e2aec785bae","WINDOWS","win-x86-64",,"192.168.0.245","off",,"11.1.2","1776609720","1776611142",,"4/19/2026 3:05:42 PM",,"CRITICAL"
"ARCH-PF4RWGFF","676998186","AEIS-Workstation","36df4b72-61ab-4b8b-a3c5-a4e1eb5b38ee","WINDOWS","win-x86-64",,"10.208.177.219","off",,"11.1.2","1774343874","1776788817","1776788819","4/21/2026 4:26:57 PM","4/21/2026 4:26:59 PM","HEALTHY"
"ARCH-PF4RWGGD","675865661","AEIS-Workstation","aaf7f91a-de41-476d-b2e8-1fc9c0d2c99f","WINDOWS","win-x86-64",,"192.168.0.149","off",,"11.1.2","1772717265","1776701029","1776690972","4/20/2026 4:03:49 PM","4/20/2026 1:16:12 PM","HEALTHY"
"ARCH-PF4S0KVX","676998026","AEIS-Workstation","6df7be92-5661-4338-a7da-33b34ce8d4ab","WINDOWS","win-x86-64",,"192.168.1.156","on",,"11.1.2","1774343626","1776795365","1776788100","4/21/2026 6:16:05 PM","4/21/2026 4:15:00 PM","HEALTHY"
"ARCH-PF4S0VAR","677837483","AEIS-Workstation","03176b78-8546-4011-bd04-077ad515ef2f","WINDOWS","win-x86-64",,"10.234.14.168","off",,"11.1.2","1775548358","1776780405","1776251399","4/21/2026 2:06:45 PM","4/15/2026 11:09:59 AM","HEALTHY"
"ARCH-PF4S0VD2","676577758","AEIS-Intune","fbeb09b9-32ed-4d46-b1bd-952689c68d54","WINDOWS","win-x86-64",,"10.208.180.65","off",,"11.1.2","1773759810","1776086174","1776082250","4/13/2026 1:16:14 PM","4/13/2026 12:10:50 PM","HEALTHY"
"ARCH-PF4S11Y9","676997209","AEIS-Workstation","ed608a79-65c3-4d5c-99f0-be13f59c0c9f","WINDOWS","win-x86-64",,"10.158.105.114","on",,"11.1.2","1774342851","1776796479","1776788437","4/21/2026 6:34:39 PM","4/21/2026 4:20:37 PM","HEALTHY"
"ARCH-PF4S1DXL","675794218","AEIS-Workstation","5f4edee7-8c93-40e5-af19-d315b663af11","WINDOWS","win-x86-64",,"10.208.180.19","off",,"11.1.2","1772616292","1776784016","1776683737","4/21/2026 3:06:56 PM","4/20/2026 11:15:37 AM","HEALTHY"
"ARCH-PF4S1FCP","676999381","AEIS-Workstation","611caba2-d57a-491c-b815-a51b1e5cbe36","WINDOWS","win-x86-64",,"10.234.9.133","on",,"11.1.2","1774345455","1776796348","1776788309","4/21/2026 6:32:28 PM","4/21/2026 4:18:29 PM","HEALTHY"
"ARCH-PF4S288T","655584658","AEIS-Workstation","6d8ef7fd-7454-4495-b5b3-407bf2d99be8","WINDOWS","win-x86-64",,"10.208.177.116","on",,"11.1.2","1749718030","1776791434","1776789425","4/21/2026 5:10:34 PM","4/21/2026 4:37:05 PM","HEALTHY"
"ARCH-PF4S289M","675790929","AEIS-Workstation","0cddad76-59ca-45de-bf07-8907e0b29652","WINDOWS","win-x86-64",,"10.158.104.167","off",,"11.1.2","1772609810","1776786419","1776683621","4/21/2026 3:46:59 PM","4/20/2026 11:13:41 AM","HEALTHY"
"ARCH-PF4S2HAV","676296151","AEIS-Workstation","3d0bdf68-929a-47b5-86a7-cf863189b420","WINDOWS","win-x86-64",,"10.234.15.200","off",,"11.1.2","1773332940","1776787472","1776787479","4/21/2026 4:04:32 PM","4/21/2026 4:04:39 PM","HEALTHY"
"ARCH-PF4S3GSR","656229459","AEIS-Workstation","fa5cb945-9eaf-43e3-9c0e-cce1b8265768","WINDOWS","win-x86-64",,"10.208.177.234","off",,"11.1.2","1750280245","1776789209","1776789211","4/21/2026 4:33:29 PM","4/21/2026 4:33:31 PM","HEALTHY"
"ARCH-PF4SKPQY","676997759","AEIS-Workstation","1f84262d-53bf-4150-93ae-19d58624124b","WINDOWS","win-x86-64",,"10.158.106.21","off",,"11.1.2","1774343248","1776785708","1776356131","4/21/2026 3:35:08 PM","4/16/2026 4:15:31 PM","HEALTHY"
"ARCH-PF4SKPRP","675856927","AEIS-Workstation","c13b945c-68ad-4b1a-9c49-1f85f871976e","WINDOWS","win-x86-64",,"10.158.103.228","on",,"11.1.2","1772705982","1776797869","1776787815","4/21/2026 6:57:49 PM","4/21/2026 4:10:15 PM","HEALTHY"
"ARCH-PF4SKRX0","675866520","AEIS-Workstation","976185fa-c2ac-4142-99f0-326bd53e91c1","WINDOWS","win-x86-64",,"10.208.176.12","off",,"11.1.2","1772718471","1776787670","1776787673","4/21/2026 4:07:50 PM","4/21/2026 4:07:53 PM","HEALTHY"
"ARCH-PF4SKRYP","655575334","AEIS-Workstation","8e99c703-22e4-4a66-a23b-94cc4ec6e140","WINDOWS","win-x86-64",,"10.208.177.167","off",,"11.1.2","1749711376","1776786210","1776683719","4/21/2026 3:43:30 PM","4/20/2026 11:15:19 AM","HEALTHY"
"ARCH-PF4SKRZG","675792781","AEIS-Workstation","0733e0a2-c877-4d1a-a75a-6cb2b24c3d0c","WINDOWS","win-x86-64",,"10.208.176.238","off",,"11.1.2","1772613523","1776786418","1776683771","4/21/2026 3:46:58 PM","4/20/2026 11:16:11 AM","HEALTHY"
"ARCH-PF4SKV6Q","656641674","AEIS-Workstation","abd20f63-a589-4c95-ad15-8d85032f22b5","WINDOWS","win-x86-64",,"10.208.176.242","off",,"11.1.2","1750667076","1776785613","1776683106","4/21/2026 3:33:33 PM","4/20/2026 11:05:06 AM","HEALTHY"
"ARCH-PF4SKV72","677139617","AEIS-Workstation","c971132a-5246-4d5a-a64d-74a2e28c2c90","WINDOWS","win-x86-64",,"10.208.180.82","off",,"11.1.2","1774515081","1776788020","1776788849","4/21/2026 4:13:40 PM","4/21/2026 4:27:29 PM","HEALTHY"
"ARCH-PF4SKVA6","676994619","AEIS-Workstation","cbdca440-10e0-4ebc-b651-c7aa1912d6b7","WINDOWS","win-x86-64",,"10.158.103.212","on",,"11.1.2","1774339312","1776797191","1776789146","4/21/2026 6:46:31 PM","4/21/2026 4:32:26 PM","HEALTHY"
"ARCH-PF4SKXJN","675589009","AEIS-Workstation","9a2a11e3-100d-4b09-8390-8ef5e82ceb48","WINDOWS","win-x86-64",,"192.168.0.26","off",,"11.1.2","1772236596","1776787880","1776787884","4/21/2026 4:11:20 PM","4/21/2026 4:11:24 PM","HEALTHY"
"ARCH-PF4SKXJX","655949943","AEIS-Workstation","903276dd-4454-4f8a-9edc-b120c81a92cb","WINDOWS","win-x86-64",,"10.208.180.109","off",,"11.1.2","1750089793","1776789067","1776789070","4/21/2026 4:31:07 PM","4/21/2026 4:31:10 PM","HEALTHY"
"ARCH-PF4SL1YS","676997728","AEIS-Workstation","b87608b6-0e71-4e3e-80e3-b9a7066bcafb","WINDOWS","win-x86-64",,"10.158.103.231","on",,"11.1.2","1774343231","1776793325","1776789318","4/21/2026 5:42:05 PM","4/21/2026 4:35:18 PM","HEALTHY"
"ARCH-PF4TM20V","676988194","AEIS-Workstation","cc69c30e-5694-4391-b5ad-a2363e97a71b","WINDOWS","win-x86-64",,"10.216.40.27","off",,"11.1.2","1774331492","1776753177",,"4/21/2026 6:32:57 AM",,"HEALTHY"
"ARCH-PF4TMEC7","675786031","AEIS-Workstation","09e7e134-06f3-4fa8-b8c5-ce3a06dcf41f","WINDOWS","win-x86-64",,"172.20.10.2","off",,"11.1.2","1772601337","1776767396","1776252196","4/21/2026 10:29:56 AM","4/15/2026 11:23:16 AM","HEALTHY"
"ARCH-PF4TMK8F","655655605","AEIS-Workstation","e0e6e588-8964-4ea8-a1b2-24b1ffffa3c3","WINDOWS","win-x86-64",,"10.158.104.62","off",,"11.1.2","1749770134","1776771966","1773919972","4/21/2026 11:46:06 AM","3/19/2026 11:32:52 AM","HEALTHY"
"ARCH-PF4TXNW2","675786634","ARCHRE-Workstation","fa5635f7-8d49-40ea-b1e2-ecae45e09fcf","WINDOWS","win-x86-64",,"10.181.36.35","on",,"11.1.2","1772602299","1776796099","1776776919","4/21/2026 6:28:19 PM","4/21/2026 1:08:39 PM","HEALTHY"
"ARCH-PF4VAPGF","675785103","AEIS-Workstation","4aa98315-5e4b-4837-bcf0-c33f12239680","WINDOWS","win-x86-64",,"192.168.1.170","off",,"11.1.2","1772600204","1776775247","1776356305","4/21/2026 12:40:47 PM","4/16/2026 4:18:25 PM","HEALTHY"
"ARCH-PF4VB3A1","677043662","AEIS-Workstation","8768e5fd-6405-44ad-983c-2ad347567d6f","WINDOWS","win-x86-64",,"10.216.40.28","off",,"11.1.2","1774389949","1776753133",,"4/21/2026 6:32:13 AM",,"HEALTHY"
"ARCH-PF4VB5P0","676979350","AEIS-Workstation","bbd55409-a164-4c2b-a65b-06eccb577cd3","WINDOWS","win-x86-64",,"192.168.1.61","off",,"11.1.2","1774318646","1776764922",,"4/21/2026 9:48:42 AM",,"HEALTHY"
"ARCH-PF4VBCGC","655576874","AEIS-Workstation","e0f42df4-c5e0-41b7-bbc1-64b5582df6b6","WINDOWS","win-x86-64",,"172.20.0.202","off",,"11.1.2","1749712299","1776730026","1776078822","4/21/2026 12:07:06 AM","4/13/2026 11:13:42 AM","HEALTHY"
"ARCH-PF4VBCKP","678229702","AEIS-Workstation","ecd7bc52-1cd2-40f0-b42b-3e85aae6cd27","WINDOWS","win-x86-64",,"10.16.199.78","off",,"11.1.2","1776127429","1776767742","1776251469","4/21/2026 10:35:42 AM","4/15/2026 11:11:09 AM","HEALTHY"
"ARCH-PF4VCCZH","655577355","AEIS-Workstation","7f49b087-fc57-44c4-b148-0a361a4ebd57","WINDOWS","win-x86-64",,"10.216.40.70","off",,"11.1.2","1749712595","1776755425","1774527179","4/21/2026 7:10:25 AM","3/26/2026 12:12:59 PM","HEALTHY"
"ARCH-PF4VNGCG","676987910","ACS-Workstation","24ee86f7-ac3b-4e46-9800-6669818ba062","WINDOWS","win-x86-64",,"10.233.177.137","off",,"11.1.2","1774330927","1776790412","1776778843","4/21/2026 4:53:32 PM","4/21/2026 1:40:43 PM","HEALTHY"
"ARCH-PF4W9SVN","660123326","Propeller-Workstation","c9d8405c-bae8-4058-8728-70559242d80a","WINDOWS","win-x86-64",,"192.168.0.168","off",,"11.1.2","1753848108","1776743033","1776692748","4/21/2026 3:43:53 AM","4/20/2026 1:45:48 PM","HEALTHY"
"ARCH-PF4W9X39","655654979","AEIS-Workstation","ebaa228c-1710-4c4c-8272-37872e1b0fb4","WINDOWS","win-x86-64",,"10.2.0.14","off",,"11.1.2","1749769514","1776752589","1771521958","4/21/2026 6:23:09 AM","2/19/2026 5:25:58 PM","HEALTHY"
"ARCH-PF4WCNCS","675792240","AEIS-Workstation","3f53ee0a-7c6c-4bca-92ec-67e6868f3110","WINDOWS","win-x86-64",,"10.208.146.58","off",,"11.1.2","1772612249","1776786092","1776691148","4/21/2026 3:41:32 PM","4/20/2026 1:19:08 PM","HEALTHY"
"ARCH-PF4WCNDB","675787058","AEIS-Workstation","33c15309-5a73-464b-a7a7-42492d10419f","WINDOWS","win-x86-64",,"10.208.177.228","on",,"11.1.2","1772602930","1776796489","1776788446","4/21/2026 6:34:49 PM","4/21/2026 4:20:46 PM","HEALTHY"
"ARCH-PF4WJML8","677460877","ACS-Workstation","95024709-f226-471b-a143-3aa33db104fa","WINDOWS","win-x86-64",,"10.161.104.243","on",,"11.1.2","1774965743","1776797653","1776775357","4/21/2026 6:54:13 PM","4/21/2026 12:42:37 PM","HEALTHY"
"ARCH-PF4WJMMX","655598881","ACS-Workstation","03a61c88-058d-4c66-9c09-d4e38aff50cb","WINDOWS","win-x86-64",,"192.168.1.140","on",,"11.1.2","1749727926","1776796446","1776774448","4/21/2026 6:34:06 PM","4/21/2026 12:27:28 PM","HEALTHY"
"ARCH-PF4WJMNN","677006234","ACS-Workstation","ad7fbc37-4113-4855-a64d-15f59fe5c810","WINDOWS","win-x86-64",,"192.168.1.160","on",,"11.1.2","1774352981","1776797364","1776773223","4/21/2026 6:49:24 PM","4/21/2026 12:07:03 PM","HEALTHY"
"ARCH-PF4WJMP3","676984608","ACS-Workstation","a01e75ac-1ee3-41bc-9daf-a6546661f9b4","WINDOWS","win-x86-64",,"192.168.1.169","on",,"11.1.2","1774326231","1776797744","1776773646","4/21/2026 6:55:44 PM","4/21/2026 12:14:06 PM","HEALTHY"
"ARCH-PF4WJMPP","655575205","AIGI-Workstation","7456ff47-91b5-4cfb-9418-e2cc46a1cc6b","WINDOWS","win-x86-64",,"10.234.8.63","on",,"11.1.2","1749711280","1776796391","1776737982","4/21/2026 6:33:11 PM","4/21/2026 2:19:42 AM","HEALTHY"
"ARCH-PF4WJMQ2","676996770","ACS-Workstation","442d4256-4d11-4a10-af0c-f43e695b47d8","WINDOWS","win-x86-64",,"10.233.179.9","on",,"11.1.2","1774342564","1776796883","1776690891","4/21/2026 6:41:23 PM","4/20/2026 1:14:51 PM","HEALTHY"
"ARCH-PF4WJMQD","676977525","ACS-Workstation","042fc7ff-c5c5-4d7b-b667-9319c98adc97","WINDOWS","win-x86-64",,"192.168.4.135","on",,"11.1.2","1774316015","1776797117","1776693285","4/21/2026 6:45:17 PM","4/20/2026 1:54:45 PM","HEALTHY"
"ARCH-PF4WJPVQ","676592884","ACS-Workstation","a01c6b9b-4cba-4da1-aa15-751048f9880e","WINDOWS","win-x86-64",,"10.234.11.182","on",,"11.1.2","1773773697","1776796397","1776774527","4/21/2026 6:33:17 PM","4/21/2026 12:28:47 PM","HEALTHY"
"ARCH-PF4WJPW4","675883445","AIGI-Workstation","30e49a89-310a-4bd6-9db6-28545bc1c898","WINDOWS","win-x86-64",,"10.234.14.123","on",,"11.1.2","1772738710","1776796448","1776738132","4/21/2026 6:34:08 PM","4/21/2026 2:22:12 AM","HEALTHY"
"ARCH-PF4WJPWG","675382297","ACS-Workstation","27781ca9-97ec-4d78-95e5-783e0d7e6233","WINDOWS","win-x86-64",,"10.20.62.146","off",,"11.1.2","1771976124","1776788797","1774355184","4/21/2026 4:26:37 PM","3/24/2026 12:26:24 PM","CRITICAL"
"ARCH-PF4WJPZQ","677525857","ACS-Workstation","8ed0cfa3-05c2-4bcb-ad63-04c076908d23","WINDOWS","win-x86-64",,"192.168.1.111","on",,"11.1.2","1775047987","1776797009","1776773241","4/21/2026 6:43:29 PM","4/21/2026 12:07:21 PM","HEALTHY"
"ARCH-PF4WLJ36","676986531","ACS-Workstation","9c392566-bfa4-4588-9944-7fb91ea7532c","WINDOWS","win-x86-64",,"10.10.109.185","on",,"11.1.2","1774328776","1776797265","1776778490","4/21/2026 6:47:45 PM","4/21/2026 1:34:50 PM","HEALTHY"
"ARCH-PF4WLJ3J","656092215","Propeller-Workstation","6fed26b9-9c4c-4390-926d-5522d6f54727","WINDOWS","win-x86-64",,"192.168.4.21","on",,"11.1.2","1750178040","1776796959","1776780845","4/21/2026 6:42:39 PM","4/21/2026 2:14:05 PM","HEALTHY"
"ARCH-PF4WLJ3X","677441314","Propeller-Workstation","202f9b65-6fbe-4ad3-ab3a-f8b97afd88ea","WINDOWS","win-x86-64",,"192.168.4.96","on",,"11.1.2","1774942307","1776796164","1776782088","4/21/2026 6:29:24 PM","4/21/2026 2:34:48 PM","HEALTHY"
"ARCH-PF4WLJ4C","676979955","Propeller-Workstation","5c5f2190-be0c-4b7b-999b-30b36a8ea15f","WINDOWS","win-x86-64",,"192.168.1.134","on",,"11.1.2","1774319587","1776797921","1776781831","4/21/2026 6:58:41 PM","4/21/2026 2:30:31 PM","HEALTHY"
"ARCH-PF4WLJ4N","637268118","AIGI-Workstation","f2b8172e-52b9-4e80-bbeb-8599067afd2f","WINDOWS","win-x86-64",,"10.112.108.63","off",,"11.1.2","1729516445","1776718282","1776481949","4/20/2026 8:51:22 PM","4/18/2026 3:12:29 AM","HEALTHY"
"ARCH-PF4WLJ5A","656458737","AIGI-Workstation","21c7123c-7b4d-4543-925a-6e739d510533","WINDOWS","win-x86-64",,"10.234.11.222","on",,"11.1.2","1750445974","1776795362","1776737460","4/21/2026 6:16:02 PM","4/21/2026 2:11:00 AM","HEALTHY"
"ARCH-PF4WLJQV","676377616","ACS-Workstation","b66226eb-aab0-4436-b11a-6ecbb0ad7479","WINDOWS","win-x86-64",,"10.234.15.79","on",,"11.1.2","1773436232","1776797549","1776779235","4/21/2026 6:52:29 PM","4/21/2026 1:47:15 PM","HEALTHY"
"ARCH-PF4WLJR7","675810198","ACS-Workstation","a3b4e3ce-e2ea-4939-b67a-5de108ede66e","WINDOWS","win-x86-64",,"192.168.4.54","off",,"11.1.2","1772635753","1776364165","1776349744","4/16/2026 6:29:25 PM","4/16/2026 2:29:04 PM","HEALTHY"
"ARCH-PF4WLJRM","656672789","Propeller-Workstation","b62e0bc5-ad55-4fee-8cb3-d3961193ee1c","WINDOWS","win-x86-64",,"10.0.0.149","on",,"11.1.2","1750687598","1776796117","1776784048","4/21/2026 6:28:37 PM","4/21/2026 3:07:28 PM","HEALTHY"
"ARCH-PF4WLJS1","678254529","ACS-Workstation","f1378927-7f99-4566-a340-ee13775a464a","WINDOWS","win-x86-64",,"192.168.1.231","on",,"11.1.2","1776166880","1776797578","1776781488","4/21/2026 6:52:58 PM","4/21/2026 2:24:48 PM","HEALTHY"
"ARCH-PF4WLJSE","675785219","AIGI-Workstation","2a5da9c0-02ec-4692-ae64-6e035baf36ec","WINDOWS","win-x86-64",,"10.234.15.250","on",,"11.1.2","1772600409","1776797150","1776797151","4/21/2026 6:45:50 PM","4/21/2026 6:45:51 PM","HEALTHY"
"ARCH-PF4WLJSV","676994359","Propeller-Workstation","915c008d-fae2-4c4b-b006-b59a6d4631a6","WINDOWS","win-x86-64",,"192.168.1.172","on",,"11.1.2","1774338917","1776797147","1776783065","4/21/2026 6:45:47 PM","4/21/2026 2:51:05 PM","HEALTHY"
"ARCH-PF4WLJT6","655577569","Propeller-Workstation","1b43ed6c-8eb6-48f5-a7d2-513d71dfb4ac","WINDOWS","win-x86-64",,"192.168.40.24","on",,"11.1.2","1749712762","1776796791","1776780706","4/21/2026 6:39:51 PM","4/21/2026 2:11:46 PM","HEALTHY"
"ARCH-PF4WLJTL","675784946","Propeller-Workstation","126ed741-b0cc-4946-af9c-27af97ae5c5c","WINDOWS","win-x86-64",,"192.168.1.168","on",,"11.1.2","1772600007","1776796418","1776780331","4/21/2026 6:33:38 PM","4/21/2026 2:05:31 PM","HEALTHY"
"ARCH-PF4WLJTY","676977739","AMI-Workstation","d6203910-fbe9-4788-9dc3-6da52eff12a2","WINDOWS","win-x86-64",,"192.168.1.214","on",,"11.1.2","1774316322","1776797661","1776691663","4/21/2026 6:54:21 PM","4/20/2026 1:27:43 PM","HEALTHY"
"ARCH-PF4WLJV6","675786010","ACS-Workstation","b8244383-060e-4cd3-aa5d-d6c858e0608b","WINDOWS","win-x86-64",,"10.233.63.158","on",,"11.1.2","1772601317","1776797786","1776773652","4/21/2026 6:56:26 PM","4/21/2026 12:14:12 PM","HEALTHY"
"ARCH-PF4WLJVM","675946424","Propeller-Workstation","a830b86b-7e7e-4f99-ae67-5bdea2af1f0a","WINDOWS","win-x86-64",,"192.168.1.154","on",,"11.1.2","1772821579","1776796483","1776780276","4/21/2026 6:34:43 PM","4/21/2026 2:04:36 PM","HEALTHY"
"ARCH-PF4WLKEP","676992688","Propeller-Workstation","917ec392-de59-4e01-8517-642c3372bf1b","WINDOWS","win-x86-64",,"192.168.1.231","on",,"11.1.2","1774336709","1776796935","1776781077","4/21/2026 6:42:15 PM","4/21/2026 2:17:57 PM","HEALTHY"
"ARCH-PF4WLKEX","677012516","Propeller-Workstation","3c9c3b6c-3996-4501-88ef-ca796a283972","WINDOWS","win-x86-64",,"192.168.86.144","on",,"11.1.2","1774358485","1776797545","1776783466","4/21/2026 6:52:25 PM","4/21/2026 2:57:46 PM","HEALTHY"
"ARCH-PF4WLKFA","676988556","Propeller-Workstation","8c1d8dd6-f231-4783-82da-8d84cb1b92fb","WINDOWS","win-x86-64",,"192.168.1.242","on",,"11.1.2","1774332057","1776797577","1776781319","4/21/2026 6:52:57 PM","4/21/2026 2:21:59 PM","HEALTHY"
"ARCH-PF4WLKG3","675785045","AIGI-Workstation","980b4a6c-abbe-4faf-a27d-e174b0a66fd4","WINDOWS","win-x86-64",,"10.234.15.158","on",,"11.1.2","1772600141","1776797171","1776797175","4/21/2026 6:46:11 PM","4/21/2026 6:46:15 PM","HEALTHY"
"ARCH-PF4WLKGS","676993805","Propeller-Workstation","086f6ae4-48fb-4518-99a7-73150cb91a06","WINDOWS","win-x86-64",,"192.168.12.173","on",,"11.1.2","1774337907","1776797139","1776780557","4/21/2026 6:45:39 PM","4/21/2026 2:09:17 PM","HEALTHY"
